ncessch_school_id,unemployment_rate,pct_adults_college,pct_children_married_couple,median_household_income,act_avg,frl_pct,statename,st,sch_name,sch_type_text,level,ncessch,state_fips,state_abbrev,state_name,census_region,census_division,log_median_income,act_composite_2016,percent_taking_2016,frl_x_unemployment,high_participation,income_quartile,frl_pct_z,median_household_income_z,unemployment_rate_z
120018000247,0.0888888888888889,0.8683304647160071,0.982142857142857,84063.0,18.8339438339438,0.586289549376798,,,,,,120018000247,12,FL,Florida,South,South Atlantic,11.339321796715996,19.9,81,0.05211462661127094,1,Q4_High,0.6892428404443994,1.3219894038354951,-0.16681763169751082
120018000249,0.0860266159695817,0.714903846153846,0.759521218715996,59410.0,17.2466422466422,0.717485549132948,,,,,,120018000249,12,FL,Florida,South,South Atlantic,10.992217841349786,19.9,81,0.06172285379898456,1,Q3_Medium_High,1.2383118353909484,0.3043658938522979,-0.21536324140634172
120018000251,0.189372526851328,0.318916102136529,0.275316455696203,28689.0,20.1770451770452,0.608421052631579,,,,,,120018000251,12,FL,Florida,South,South Atlantic,10.264269053017653,19.9,81,0.11521823212638693,1,Q1_Low,0.781865498691182,-0.9637317758103721,1.5374361582690717
120018000252,0.153529814941741,0.641963727329581,0.311464968152866,36660.0,18.0525030525031,0.784886927744071,,,,,,120018000252,12,FL,Florida,South,South Atlantic,10.509441521393695,19.9,81,0.12050354476673886,1,Q2_Medium_Low,1.5203936616722886,-0.6347058155590409,0.9295254689941903
120018000253,0.172767203513909,0.616678346180799,0.423853211009174,50984.0,20.4945054945055,0.589792785878741,,,,,,120018000253,12,FL,Florida,South,South Atlantic,10.83926713699413,19.9,81,0.10189685026894779,1,Q3_Medium_High,0.703904251987107,-0.04344150058725996,1.2558013985682406
120018000264,0.118131203098523,0.56326318524292,0.526901669758813,42384.0,18.1990231990232,0.53552790044159,,,,,,120018000264,12,FL,Florida,South,South Atlantic,10.65452621151185,19.9,81,0.06326255517199107,1,Q2_Medium_Low,0.47680002500423085,-0.3984312456834144,0.32914694352807405
120018000265,0.106194690265487,0.640591315060055,0.531417112299465,71325.0,22.2527472527473,0.191588785046729,,,,,,120018000265,12,FL,Florida,South,South Atlantic,11.175002176081701,19.9,81,0.020345711686378352,1,Q4_High,-0.9626211826824688,0.7961918023198189,0.1266975930946181
120018000272,0.0643079661771251,0.348535658394813,0.728628800917958,40247.0,19.957264957265,0.53797733948804,,,,,,120018000272,12,FL,Florida,South,South Atlantic,10.60279074590741,19.9,81,0.03459622855185663,1,Q2_Medium_Low,0.48705118386514795,-0.4866420695520751,-0.5837226277930786
120018002117,0.0613254203758655,0.729704797047971,0.733333333333333,86518.0,20.9340659340659,0.397385620915033,,,,,,120018002117,12,FL,Florida,South,South Atlantic,11.368107763757282,19.9,81,0.024369840253938728,1,Q4_High,-0.10133987804350908,1.4233265926972463,-0.6343081269710207
120018002120,0.0827296097218976,0.511682242990654,0.634423897581792,53952.0,21.3247863247863,0.305194805194805,,,,,,120018002120,12,FL,Florida,South,South Atlantic,10.895850041361527,19.9,81,0.025248647122916787,1,Q3_Medium_High,-0.48716809403250466,0.0790712393482501,-0.2712821502665033
